(133, 128, 134)
(205, 191, 191)
(204, 191, 198)
(150, 137, 144)
(206, 191, 186)
(222, 191, 173)
(199, 191, 189)
(202, 191, 195)
(100, 111, 113)
(204, 191, 198)
(207, 191, 191)
(140, 128, 138)
(253, 191, 166)
(112, 106, 108)
(207, 191, 192)
(163, 137, 114)
(158, 147, 151)
(237, 191, 167)
(202, 191, 197)
(165, 137, 134)
(194, 161, 156)
(203, 191, 193)
(198, 161, 142)
(148, 135, 144)
(165, 137, 126)
(199, 161, 160)
(180, 144, 148)
(203, 191, 193)
(157, 127, 139)
(38, 67, 85)
(206, 191, 198)
(204, 191, 198)
(202, 191, 195)
(228, 144, 118)
(203, 191, 191)
(154, 127, 146)
(213, 191, 167)
(150, 135, 142)
(242, 191, 170)
(161, 137, 150)
(206, 191, 194)
(140, 135, 139)
(146, 137, 138)
(203, 191, 195)
(99, 92, 100)
(152, 127, 133)
(207, 191, 191)
(157, 134, 140)
(194, 161, 152)
(202, 191, 195)
(241, 191, 164)
(166, 150, 160)
(204, 191, 198)
(160, 149, 153)
(148, 136, 138)
(175, 134, 128)
(210, 191, 161)
(211, 191, 193)
(192, 161, 166)
(163, 137, 140)
(187, 175, 175)
(95, 98, 103)
(126, 120, 132)
(204, 191, 198)
(237, 191, 165)
(95, 108, 116)
(152, 127, 107)
(130, 128, 133)
(147, 137, 146)
(206, 191, 194)
(245, 191, 157)
(181, 127, 125)
(146, 137, 138)
(102, 90, 100)
(150, 137, 144)
(95, 108, 116)
(203, 191, 193)
(210, 191, 193)
(202, 191, 195)
(214, 191, 185)
(201, 155, 132)
(192, 161, 158)
(140, 127, 134)
(146, 140, 144)
(181, 152, 156)
(193, 165, 141)
(202, 140, 125)
(166, 151, 154)
(122, 116, 116)
(182, 163, 131)
(213, 191, 154)
(107, 108, 110)
(207, 191, 192)
(135, 129, 133)
(199, 191, 189)
(201, 191, 192)
(209, 191, 187)
(144, 129, 134)
(195, 191, 190)
(200, 191, 192)
(237, 191, 175)
(147, 137, 146)
(135, 124, 130)
(242, 191, 172)
(154, 141, 150)
(143, 127, 128)
(203, 191, 191)
(162, 137, 140)
(145, 140, 146)
(198, 191, 198)
(159, 127, 138)
(88, 82, 82)
(202, 191, 195)
(139, 132, 139)
(246, 191, 170)
(129, 128, 134)
(209, 191, 155)
(85, 79, 81)
(208, 191, 197)
(91, 108, 116)
(248, 191, 162)
(201, 191, 190)
(199, 191, 189)
(172, 156, 166)
(156, 136, 147)
(206, 191, 196)
(162, 145, 117)
(191, 163, 160)
(206, 191, 194)
(220, 191, 183)
(201, 191, 199)
(180, 137, 120)
(233, 191, 166)
(220, 191, 183)
(154, 148, 152)
(146, 137, 140)
(114, 115, 119)
(202, 191, 195)
(150, 137, 146)
(199, 161, 160)
(133, 128, 134)
(203, 191, 193)
(203, 191, 191)
(133, 131, 136)
(206, 184, 170)
(130, 128, 133)
(147, 137, 138)
(186, 135, 132)
(229, 191, 172)
(199, 161, 150)
(150, 139, 147)
(183, 171, 173)
(182, 127, 107)
(206, 191, 194)
(110, 100, 99)
(207, 191, 192)
(163, 137, 136)
(199, 161, 138)
(241, 191, 168)
(210, 191, 185)
(241, 191, 168)
(243, 191, 178)
(164, 127, 118)
(203, 191, 195)
(202, 191, 195)
(211, 191, 190)
(106, 116, 128)
(138, 132, 136)
(104, 97, 105)
(247, 191, 166)
(211, 191, 203)
(97, 97, 99)
(202, 191, 185)
(204, 191, 198)
(205, 191, 191)
(164, 149, 152)
(213, 191, 204)
(136, 129, 136)
(103, 106, 111)
(197, 191, 193)
(241, 191, 168)
(197, 191, 195)
(212, 191, 196)
(237, 191, 167)
(134, 132, 135)
(202, 191, 195)
(239, 191, 171)
(192, 161, 156)
(202, 191, 197)
(210, 161, 144)
(146, 137, 142)
(167, 134, 129)
(202, 191, 189)
(233, 187, 164)
(195, 144, 140)
(245, 191, 167)
(212, 161, 132)
(231, 191, 156)
(150, 137, 144)
(198, 163, 167)
(91, 85, 85)
(178, 127, 110)
(185, 136, 139)
(243, 191, 169)
(199, 161, 150)
(227, 191, 179)
(205, 191, 191)
(184, 173, 179)
(125, 120, 127)
(203, 191, 195)
(203, 191, 191)
(227, 191, 169)
(188, 162, 135)
(202, 191, 205)
(153, 127, 110)
(230, 149, 132)
(207, 191, 194)
(200, 191, 186)
(248, 255, 255)
(146, 137, 132)
(148, 127, 134)
(240, 191, 174)
(167, 156, 160)
(236, 191, 170)
(219, 147, 123)
(144, 136, 149)
(203, 191, 195)
(210, 141, 125)
(139, 122, 128)
(201, 191, 190)
(196, 150, 150)
(113, 109, 110)
(201, 191, 192)
(156, 127, 147)
(193, 191, 192)
(207, 191, 192)
(151, 137, 150)
(170, 137, 130)
(116, 114, 125)
(203, 191, 191)
(195, 170, 140)
(117, 121, 130)
(205, 191, 191)
(201, 191, 192)
(216, 191, 186)
(202, 190, 190)
(107, 108, 110)
(133, 128, 134)
(135, 130, 136)
(206, 191, 194)
(109, 110, 115)
(215, 191, 191)
(175, 163, 165)
(195, 161, 162)
(143, 127, 127)
(133, 122, 130)
(191, 127, 125)
(205, 184, 167)
(89, 98, 113)
(146, 137, 138)
(133, 128, 134)
(153, 137, 112)
(205, 191, 190)
(146, 137, 142)
(121, 110, 108)
(243, 191, 169)
(234, 191, 175)
(140, 129, 135)
(134, 131, 138)
(200, 191, 194)
(137, 131, 133)
(133, 128, 134)
(240, 191, 176)
(146, 137, 140)
(106, 109, 114)
(205, 191, 190)
(114, 112, 123)
(201, 191, 192)
(165, 137, 126)
(162, 143, 149)
(212, 191, 200)
(203, 169, 144)
(203, 191, 193)
(114, 110, 109)
(206, 191, 184)
(143, 128, 135)
(142, 127, 130)
(211, 191, 190)
(242, 191, 160)
(181, 169, 171)
(212, 191, 190)
(172, 127, 121)
(156, 145, 153)
(218, 191, 174)
(141, 127, 127)
(95, 109, 118)
(108, 108, 108)
(211, 191, 184)
(203, 191, 191)
(118, 113, 119)
(205, 191, 191)
(163, 151, 155)
(162, 149, 156)
(85, 79, 93)
(214, 191, 159)
(129, 128, 134)
(167, 155, 157)
(202, 191, 189)
(203, 191, 191)
(129, 114, 119)
(134, 131, 138)
(210, 191, 185)
(162, 137, 140)
(131, 128, 139)
(162, 137, 132)
(202, 191, 195)
(248, 191, 164)
(175, 149, 132)
(132, 128, 129)
(140, 128, 132)
(125, 112, 119)
(95, 96, 101)
(201, 191, 190)
(115, 114, 120)
(208, 191, 183)
(197, 191, 193)
(161, 117, 114)
(251, 191, 157)
(150, 137, 144)
(163, 137, 150)
(192, 158, 156)
(195, 127, 114)
(201, 191, 190)
(202, 191, 195)
(174, 163, 169)
(150, 127, 133)
(140, 129, 135)
(241, 191, 168)
(205, 191, 190)
(202, 187, 190)
(96, 99, 104)
(138, 127, 133)
(203, 191, 193)
(216, 191, 186)
(203, 191, 191)
(133, 128, 134)
(238, 191, 181)
(128, 121, 128)
(201, 191, 192)
(200, 158, 134)
(185, 159, 132)
(179, 155, 155)
(95, 98, 113)
(95, 98, 103)
(111, 116, 120)
(202, 191, 189)
(202, 191, 195)
(244, 191, 160)
