(229, 191, 170)
(239, 191, 171)
(206, 191, 196)
(172, 161, 165)
(207, 191, 191)
(162, 137, 140)
(201, 191, 189)
(147, 127, 103)
(203, 191, 193)
(209, 191, 189)
(146, 137, 142)
(133, 128, 134)
(211, 154, 134)
(139, 134, 138)
(196, 160, 136)
(108, 108, 118)
(206, 191, 194)
(166, 127, 112)
(140, 133, 140)
(243, 191, 177)
(181, 157, 129)
(237, 191, 157)
(161, 150, 156)
(209, 191, 189)
(158, 145, 154)
(187, 163, 137)
(151, 127, 115)
(193, 170, 164)
(203, 191, 191)
(203, 191, 193)
(240, 191, 176)
(202, 191, 195)
(213, 191, 178)
(138, 127, 131)
(140, 136, 137)
(240, 191, 176)
(246, 191, 160)
(236, 191, 170)
(138, 127, 133)
(207, 191, 191)
(174, 163, 167)
(148, 127, 132)
(192, 165, 154)
(139, 133, 137)
(146, 137, 138)
(171, 147, 147)
(226, 176, 153)
(149, 127, 103)
(207, 191, 191)
(180, 156, 132)
(218, 191, 184)
(203, 191, 195)
(209, 191, 187)
(150, 139, 143)
(176, 152, 126)
(219, 191, 180)
(201, 191, 192)
(193, 161, 150)
(139, 127, 131)
(206, 191, 194)
(219, 191, 180)
(221, 191, 180)
(239, 191, 171)
(138, 127, 131)
(206, 191, 196)
(147, 137, 138)
(89, 98, 113)
(213, 191, 193)
(233, 191, 175)
(147, 137, 138)
(193, 161, 148)
(203, 191, 193)
(203, 191, 193)
(205, 189, 190)
(199, 161, 148)
(188, 165, 134)
(166, 155, 159)
(193, 168, 137)
(181, 127, 115)
(203, 191, 195)
(184, 160, 132)
(168, 148, 123)
(250, 191, 147)
(187, 163, 135)
(117, 112, 116)
(202, 177, 146)
(161, 151, 152)
(149, 138, 142)
(209, 191, 189)
(133, 127, 139)
(203, 191, 191)
(206, 191, 188)
(188, 145, 128)
(209, 191, 191)
(204, 191, 198)
(238, 191, 171)
(213, 161, 140)
(215, 191, 163)
(133, 128, 135)
(142, 136, 138)
(63, 74, 92)
(207, 191, 194)
(206, 191, 194)
(123, 128, 132)
(204, 191, 185)
(200, 171, 155)
(205, 191, 190)
(146, 137, 140)
(152, 137, 140)
(175, 152, 144)
(202, 191, 195)
(146, 137, 138)
(147, 127, 126)
(206, 191, 196)
(161, 127, 117)
(224, 191, 182)
(185, 158, 151)
(210, 191, 158)
(196, 191, 197)
(184, 159, 137)
